"protein_name";"C_mean_fxn1";"C_mean_fxn2";"C_mean_fxn3";"C_mean_fxn4";"C_mean_fxn5";"C_mean_fxn6";"C_mean_fxn7";"C_mean_fxn8";"C_mean_fxn9";"C_mean_fxn10";"C_mean_fxn11";"C_mean_fxn12";"C_mean_fxn13";"C_mean_fxn14";"C_mean_fxn15";"C_mean_fxn16";"C_mean_fxn17";"C_mean_fxn18";"C_mean_fxn19";"C_mean_fxn20";"C_mean_fxn21";"C_mean_fxn22";"C_mean_fxn23";"C_mean_fxn24";"C_mean_fxn25";"max_ctrl";"nb_max_ctrl";"R_mean_fxn1";"R_mean_fxn2";"R_mean_fxn3";"R_mean_fxn4";"R_mean_fxn5";"R_mean_fxn6";"R_mean_fxn7";"R_mean_fxn8";"R_mean_fxn9";"R_mean_fxn10";"R_mean_fxn11";"R_mean_fxn12";"R_mean_fxn13";"R_mean_fxn14";"R_mean_fxn15";"R_mean_fxn16";"R_mean_fxn17";"R_mean_fxn18";"R_mean_fxn19";"R_mean_fxn20";"R_mean_fxn21";"R_mean_fxn22";"R_mean_fxn23";"R_mean_fxn24";"R_mean_fxn25";"max_rnase";"nb_max_rnase";"nb_shift";"dist";"ctrl_peak";"ctrl_peak_amount";"ctrl_peak_amount_loss";"ctrl_peak_p_value";"rnase_peak";"rnase_peak_amount";"rnase_peak_amount_gain";"rnase_peak_p_value";"right_shift";"pb_fit"
"RS4X_HUMAN";0.0396748552977346;0.0153051597335353;0.0208745177390688;0.0224092854092928;0.030832321814025;0.0168047431985067;0.0342976234010292;0.174707281467678;0.435080228204315;0.599042822882612;0.598926433597165;0.609634625647811;0.76684721234537;2.02247485723889;5.111697619769;8.22116026789304;11.7351934569108;16.5866388156121;17.1408574579329;15.478780645393;9.21541207680855;5.87909982550284;2.99077912621117;1.34159096271317;0.911877777276456;"18.7";1;0.011505156298421;0.0147426778902161;0.131545187285169;0.158650224989977;0.53837726968313;0.488406994829734;1.95321045216646;3.02558848937051;6.00947401309712;6.38291969801824;6.87031944352769;7.39105822129306;8.78932823287962;10.3182066263454;8.96803140101525;7.88525868413674;5.64334122392739;4.8246195703737;3.31418677968371;2.59668406575896;1.91736510662279;1.79023169339961;2.22756048806502;3.31271062829951;5.43667767104261;"13.6, 25";2;2;6.3;18.7;98.3;77.4839;4.20224937586288e-05;25;10.4;92.8894;0.0113657600813398;TRUE;FALSE
"G3P_HUMAN";0.0200210921250997;0.0616289060655725;0.122938166586502;0.182709872612219;0.557779435148412;1.37927890909094;2.99926520275787;16.9786925166462;23.1590003487885;26.4009744025885;13.8093419154489;7.61377580616597;2.99075284169309;1.28262074348512;0.49871915084818;0.3177539183993;0.310172486496669;0.291663620122134;0.201635313504369;0.171148938537886;0.140580651396657;0.14137248942484;0.13926949353248;0.130744008374194;0.0981597701603218;"9.5";1;0.0140043826533846;0.0453551319296207;0.119870084405599;0.325545048971662;2.77650603792341;4.12764064968811;15.8359208969657;20.8714007211144;23.8502148901476;14.6503244009001;8.47565903717101;4.71654778618066;2.21505171271099;0.919867068484093;0.31163883944821;0.144294621462651;0.124374365729965;0.109434417789228;0.0711691825630276;0.051247532797223;0.0385595472527386;0.0359465755254985;0.0527530127695579;0.0581099379458944;0.0585641174697051;"8.6";1;0;0;0;0;0;0;0;0;0;0;FALSE;FALSE
"HDGF_HUMAN";0.631665144868396;5.37596533487156;16.9940315825905;22.6106420409116;22.6165833927817;14.22415378537;9.76342936025556;5.24720731408545;1.90570751307203;0.482740340308216;0.119921189872145;0.0252293022887689;0.00272369872407856;0;0;0;0;0;0;0;0;0;0;0;0;"4.6";1;0.309680144767409;3.65401752798359;11.6881796768698;17.5461374859239;24.9880137550439;19.4114882668591;15.370077610354;4.6858226211973;2.15644474766065;0.145624849856518;0.0374830662430324;0.00599756415577431;0.0010326830851703;0;0;0;0;0;0;0;0;0;0;0;0;"5.2";1;0;0;0;0;0;0;0;0;0;0;FALSE;FALSE
"RL14_HUMAN";0.0540137282650946;0.0180045760883649;0;0;0;0.00794101761271132;0.0088754874817639;0.0596737812924706;0.237001214895218;0.453098793126854;0.81295104175144;0.976120542682428;1.37284287462063;2.12528710060215;6.51778969726627;8.09016272293568;10.322080698336;13.0376886416642;15.6163580547909;17.142382050054;11.0569808897311;6.95701041833602;2.36056255561449;1.435354946062;1.33781916679036;"18.9";1;0.0198468970855348;0.00661563236184492;0;0;0;0.0729455627906328;0.11513383746767;0.261223959160655;1.39266970842215;3.48313427025197;8.20947208677535;10.5251237190041;11.6318591536609;8.14244795543856;6.99672626487281;5.16393635758567;4.25990100490922;3.49521277737555;2.92397082500405;3.48109500264533;2.70448257041659;2.48550924401137;2.74760607472151;6.90621088458622;14.9748762114523;"12.5, 17.4, 25";3;2;-6.4;18.9;97.7;76.879;0.000430657583324205;12.5;40.9;94.7881;0.000166420008115156;FALSE;FALSE
"RL14_HUMAN";0.0540137282650946;0.0180045760883649;0;0;0;0.00794101761271132;0.0088754874817639;0.0596737812924706;0.237001214895218;0.453098793126854;0.81295104175144;0.976120542682428;1.37284287462063;2.12528710060215;6.51778969726627;8.09016272293568;10.322080698336;13.0376886416642;15.6163580547909;17.142382050054;11.0569808897311;6.95701041833602;2.36056255561449;1.435354946062;1.33781916679036;"18.9";1;0.0198468970855348;0.00661563236184492;0;0;0;0.0729455627906328;0.11513383746767;0.261223959160655;1.39266970842215;3.48313427025197;8.20947208677535;10.5251237190041;11.6318591536609;8.14244795543856;6.99672626487281;5.16393635758567;4.25990100490922;3.49521277737555;2.92397082500405;3.48109500264533;2.70448257041659;2.48550924401137;2.74760607472151;6.90621088458622;14.9748762114523;"12.5, 17.4, 25";3;2;6.1;18.9;97.7;76.879;0.000430657583324205;25;15;94.5998;0.0278161334948592;TRUE;FALSE
"NUCKS_HUMAN";0.35704912268097;1.84053419097418;8.01932587431781;14.2325228162475;23.8435672257551;24.8807426891785;18.5727837877145;7.77825256007729;0.443269039083293;0;0;0.0106508979902498;0.0106508979902498;0.0106508979902498;0;0;0;0;0;0;0;0;0;0;0;"5.6";1;0.200225386829476;1.25754845193622;6.66752632559631;11.0487481572155;25.435809780835;25.6397144064372;21.929523230538;6.72577146311452;1.04514716824248;0;0;0.0166618764184494;0.0166618764184494;0.0166618764184494;0;0;0;0;0;0;0;0;0;0;0;"5.8";1;0;0;0;0;0;0;0;0;0;0;FALSE;FALSE
"IF5A1_HUMAN";0.239059937151901;3.45025204552659;18.0961371293339;21.9588128670264;25.2466637809724;13.1990098813961;9.63182213901373;4.00243990407613;1.45926690108217;1.02207473911864;0.251020499171543;0.116275672217189;0;0.0740960362239222;0.0740960362239222;0.110549595341686;0.168690942581137;0.274744544578741;0.316098830732802;0.199601189166063;0.0935475871684595;0.0157397418966347;0;0;0;"4.6";1;0.175199511992324;2.94658695577721;12.7778732500195;15.7433246113039;26.8471944701456;18.347160619375;16.8565813380283;3.35975757058126;2.04448620832721;0.417296412397078;0.123291943696817;0.0489110251483778;0;0.0363505702530288;0.0363505702530288;0.0498113482650035;0.0386678042499361;0.056190049885355;0.0531358441615515;0.0290936532328548;0.0115714075974359;0.0011648353092646;0;0;0;"5.2";1;0;0;0;0;0;0;0;0;0;0;FALSE;FALSE
"NOLC1_HUMAN";0.0175710747093749;0.0158135541059358;0.054324282895735;0.0978621635045503;0.265134923057699;0.906171672426175;1.35552581221396;2.09448964044479;2.18924316522666;2.46140620239161;1.92637322686955;1.48251585917135;1.08308462002377;1.48036321628178;2.40428026131451;3.14951409360154;6.47856957974334;13.1069436634935;16.8435491992781;17.0782089357607;11.2451113936393;7.31677965114285;3.67890443905392;2.03462248659785;1.2336368830514;"19.5";1;0.00344825036319323;0.027649799854216;0.19539632443959;0.424810110730941;3.4485038357565;11.954766260418;23.884125636405;23.3772439043047;16.4326466343228;6.69404208685769;4.84602974899589;3.51822419886317;1.40299197728438;0.902086489521405;0.62375114557909;0.413383343592987;0.281439142324362;0.222425714950327;0.158728470886883;0.131977204391594;0.094711630668919;0.100638650277455;0.195975008608807;0.292126463446404;0.37287796715567;"7.7";1;1;-11.8;19.5;81.3;100;0.000299982000809823;7.7;93.2;93.0448;0.0247037193155592;FALSE;FALSE
"HN1L_HUMAN";0.625365927402818;8.08159875456553;24.2250629443227;32.1843820521157;25.2771066942226;9.00283647300941;0.525997876682914;0.077649277678225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"4";1;0.457048556570804;7.4381161008195;24.1653696465286;31.4878564829376;25.9129592584654;9.14277141141294;1.28646332575164;0.109415217513561;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"4.1";1;0;0;0;0;0;0;0;0;0;0;FALSE;FALSE
"NLTP_HUMAN";0.337889557826027;7.3124751934092;24.6100407209594;30.2657571434938;25.7460471611465;8.60788712414957;2.76881401961522;0.311562211281094;0.0395268681191174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"4.1";1;0.264907998199725;6.26066716856907;20.6242203173108;25.5179653192127;26.7229650999887;12.4609641369687;7.60133140219408;0.368416704672191;0.178561852883983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"4.3";1;0;0;0;0;0;0;0;0;0;0;FALSE;FALSE
"RS7_HUMAN";0.100801528195907;0.0660673052146814;0.179582623483289;0.267890149970534;0.298042626873236;0.33813280608146;0.531346048597987;1.16344538084941;1.84397118268792;2.09247171457569;1.92832769116149;1.55108941550458;1.42543912193887;1.90203056239219;3.78092074804135;5.90979829727744;8.0160573715114;15.402545082129;17.1860328509985;17.3018214098672;8.79493380671093;5.12295041373342;2.32854070573009;1.42660794879026;1.04115320768311;"19.1";1;0.0433532994668696;0.981846999599584;4.35420461683354;7.39922408889646;9.85856800448488;7.75865792246197;14.4327770636305;13.0912090418413;15.295414894784;7.08270578908293;6.58343837076069;4.32006144466877;3.26068926221938;1.94229380310246;0.865014279793658;0.499738421159022;0.323049972347377;0.264457704020887;0.183113693185785;0.164540893810731;0.115702260542152;0.144514227599934;0.247472783807631;0.350329525595411;0.437621636304003;"7.7";1;1;-11.4;19.1;63.4;99.9674;8.4348364565452e-09;7.7;97.2;92.935;0.00360151517676669;FALSE;FALSE
"RS26_HUMAN";0.291539476851305;0.10175405105872;0.00457422544161809;0.00457422544161809;0;0;0;0.268772779306894;0.53074739862008;0.617888787595168;1.0883404797534;1.47912100052782;2.49249142548529;3.21317056440738;8.61888856617638;9.70117977470953;15.5278017868569;13.5547644495583;14.0553845618567;10.8334520781158;7.38773654228805;5.27934640327851;2.29837974946269;1.90651752885129;0.743574144356506;"18";1;0.0709924636459264;0.0670890921999808;0.0434249376513386;0.0434249376513386;0;0;0;0.756856245903779;2.86464786237229;3.29941488368702;7.87975641518599;10.5384572081622;15.7225571729026;12.6523500662407;10.716047124313;6.07511614800414;5.41824866093396;3.30694552918168;2.78443373749391;1.774813096196;1.22771466615461;1.17980856147605;3.170771370786;4.85102005376126;5.55610976609614;"13.4, 25";2;2;-4.6;18;99.1;84.2131;2.44765706165656e-05;13.4;76.1;75.2949;0.000175360393824101;FALSE;FALSE
"RS26_HUMAN";0.291539476851305;0.10175405105872;0.00457422544161809;0.00457422544161809;0;0;0;0.268772779306894;0.53074739862008;0.617888787595168;1.0883404797534;1.47912100052782;2.49249142548529;3.21317056440738;8.61888856617638;9.70117977470953;15.5278017868569;13.5547644495583;14.0553845618567;10.8334520781158;7.38773654228805;5.27934640327851;2.29837974946269;1.90651752885129;0.743574144356506;"18";1;0.0709924636459264;0.0670890921999808;0.0434249376513386;0.0434249376513386;0;0;0;0.756856245903779;2.86464786237229;3.29941488368702;7.87975641518599;10.5384572081622;15.7225571729026;12.6523500662407;10.716047124313;6.07511614800414;5.41824866093396;3.30694552918168;2.78443373749391;1.774813096196;1.22771466615461;1.17980856147605;3.170771370786;4.85102005376126;5.55610976609614;"13.4, 25";2;2;7;18;99.1;84.2131;2.44765706165656e-05;25;20.5;90.7472;0.0190004154947024;TRUE;FALSE
"CYC_HUMAN";0.58408610523196;7.37990111521123;25.045095348351;26.6951309422284;24.2176040327996;6.45189980982383;5.29772515949089;1.73976769127834;1.64558231270361;0.591932172906215;0.117091769991651;0.117091769991651;0.117091769991651;0;0;0;0;0;0;0;0;0;0;0;0;"4";1;0.441177962914565;5.48441876643438;16.2003016820127;17.5888781626299;24.2913209328094;13.507180455846;14.8842249045221;3.5916377328389;3.51283597325251;0.2708266542552;0.0757322574948051;0.0757322574948051;0.0757322574948051;0;0;0;0;0;0;0;0;0;0;0;0;"4.8";1;0;0;0;0;0;0;0;0;0;0;FALSE;FALSE
"HMGB1_HUMAN";0.121496757200129;3.91836275048446;16.6730604119738;23.9255897322042;27.1283127446925;16.2482772105608;8.97400130659034;2.46303006635908;0.547869019934753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"4.6";1;0.0774823645147144;2.7342810342937;12.2081485005014;18.5092992294228;27.9551148530459;19.8977470794857;14.5059908189263;2.77713163364758;1.33480448616176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"5.1";1;0;0;0;0;0;0;0;0;0;0;FALSE;FALSE
"RL18A_HUMAN";0.0228293033497261;0.00760976778324204;0;0;0;0;0;0.102332590538871;0.117047067437902;0.178809298006093;0.141865346806217;0.338217656964187;0.456499546631518;0.912555945054106;2.33615958653112;5.61365598892356;10.1908866481105;14.0907199277628;17.2285484832575;17.4324724325993;14.4566539614017;9.07422187874262;4.17832505927322;1.99487724441981;1.12571226640601;"19.4";1;0.0125891052553142;0.00419636841843807;0;0;0;0;0;0.792409774423429;0.983060727157295;1.86267914850359;2.16095548026791;4.44816242071942;5.59979320682398;6.49320935627791;5.98302097192683;7.24990418241399;6.83032999561128;6.27105971657921;4.76173329505996;4.56592472129111;4.74877754853156;4.56561163330408;5.11339003591272;9.52990156203301;18.023290749489;"16.2, 25";2;2;-3.2;19.4;98.2;71.6801;5.24540155058631e-07;16.2;67.7;11.2221;0.000841392380466164;FALSE;FALSE
"RL18A_HUMAN";0.0228293033497261;0.00760976778324204;0;0;0;0;0;0.102332590538871;0.117047067437902;0.178809298006093;0.141865346806217;0.338217656964187;0.456499546631518;0.912555945054106;2.33615958653112;5.61365598892356;10.1908866481105;14.0907199277628;17.2285484832575;17.4324724325993;14.4566539614017;9.07422187874262;4.17832505927322;1.99487724441981;1.12571226640601;"19.4";1;0.0125891052553142;0.00419636841843807;0;0;0;0;0;0.792409774423429;0.983060727157295;1.86267914850359;2.16095548026791;4.44816242071942;5.59979320682398;6.49320935627791;5.98302097192683;7.24990418241399;6.83032999561128;6.27105971657921;4.76173329505996;4.56592472129111;4.74877754853156;4.56561163330408;5.11339003591272;9.52990156203301;18.023290749489;"16.2, 25";2;2;5.6;19.4;98.2;71.6801;5.24540155058631e-07;25;24;96.0329;0.00693695961659514;TRUE;FALSE
"THIO_HUMAN";0.299704308526579;5.37185584724419;18.8590997948005;25.2097433589304;23.2138358513477;11.9459583095509;5.51578625215045;3.54000767888614;1.64282608189575;1.34073529909539;1.21413826060634;0.874021595144997;0.774131824545529;0.118855418632385;0.0510239323135683;0.014138093164569;0.014138093164569;0;0;0;0;0;0;0;0;"4.3";1;0.241930881653796;4.28513698937794;14.8730736607972;19.6055233028115;24.0687487763359;15.298561634629;11.9541404561941;4.10887456586194;2.54868273777516;0.890197880628701;0.878573681915497;0.591053186978734;0.547449800655868;0.0740202278116474;0.0269036681275739;0.00356427422269612;0.00356427422269612;0;0;0;0;0;0;0;0;"4.8";1;0;0;0;0;0;0;0;0;0;0;FALSE;FALSE
"ANXA5_HUMAN";0.142924009033563;2.40045816896418;14.3329444393183;19.8072106479368;25.0155759763609;17.0255139741644;12.6711072301178;5.6781967962276;1.90437282104615;0.714198460574564;0.259154195939152;0.0429125666183604;0.00543071369820489;0;0;0;0;0;0;0;0;0;0;0;0;"5";1;0.0736208659867046;1.4546804332281;7.49747782311925;13.0390729096694;25.3532235943114;21.5491362559773;19.945325177417;6.41770278390709;4.26075217235803;0.272347921984851;0.120090040193194;0.0137903115229602;0.00277971032467291;0;0;0;0;0;0;0;0;0;0;0;0;"5.6";1;0;0;0;0;0;0;0;0;0;0;FALSE;FALSE
"RAB10_HUMAN";0.695951392972627;0.453668266413597;0.232179554070625;0.304568341741354;0.192278173941374;0.181783088626804;1.56859243202834;2.94947104730272;10.7691016022891;11.5173149412489;16.167453724962;16.4003042600265;16.1137016008698;11.6650451393811;4.45438819850274;3.34110739670984;1.75874645921108;0.916922310038638;0;0.105807356554302;0.105807356554302;0.105807356554302;0;0;0;"11.8";1;0.493531600978495;0.325086357774988;0.175686590909032;0.252813479242567;0.160113533603571;0.145002766810029;9.23933427904423;10.0188733906597;16.4384352734964;8.67519367134171;12.4663960533043;13.6006865208879;13.7016595822134;9.77345816968759;2.51966859122625;1.1951687251387;0.552628644086451;0.252565872127562;0;0.00456563248908097;0.00456563248908097;0.00456563248908097;0;0;0;"8.6, 12.5";2;1;-3.2;11.8;99.7;19.9397;0.0255216832079941;8.6;45;54.0424;0.00360151517676669;FALSE;FALSE
